gene.ids,SRX003935,SRX003921,SRX003924,SRX003923,SRX003925,SRX003932,SRX003920,SRX003922,SRX001291,SRX001364,SRX001365,SRX001366,SRX001367,SRX001368,SRX003931,SRX003929,SRX003928,SRX003934,SRX003926,SRX003927,SRX003930,SRX003933
ENSG00000061794,302,122,157,123,213,115,230,76,62,39,157,166,133,183,222,177,353,111,114,174,232,186
ENSG00000061918,1,55,0,0,0,117,579,51,79,61,218,188,236,240,248,73,15,192,274,8,44,88
ENSG00000061936,1060,648,915,840,1133,753,215,449,276,289,906,886,1156,988,458,177,109,786,265,299,598,695
ENSG00000061987,55,68,58,86,107,35,88,32,28,12,69,61,74,87,25,31,51,55,48,50,31,61
ENSG00000062038,271,15904,3,1524,892,11,35,334,13,23,64,63,91,47,10,2,0,111,9,36,0,401
ENSG00000062282,17,135,187,114,31,1244,97,13109,4,3,17,8,24,10,64,57,768,178,35,47,21,896
ENSG00000062485,189,140,168,140,297,257,159,207,147,133,348,251,183,245,222,307,46,131,97,165,336,158
ENSG00000062582,204,119,153,135,201,95,19,64,9,18,79,63,82,58,136,66,39,121,29,56,125,154
ENSG00000062716,2132,364,963,2158,618,469,400,201,103,80,402,264,267,318,331,213,472,416,239,885,170,501
ENSG00000062725,1342,196,263,3723,322,371,643,212,129,111,397,354,403,513,223,117,121,309,266,244,212,1111
ENSG00000062822,810,611,1523,487,519,317,35,180,50,51,211,191,243,221,361,43,43,811,36,435,296,1261
ENSG00000063015,4,0,3,7,0,0,152,1,245,194,851,757,1608,992,14,0,0,0,123,0,0,6
ENSG00000063046,57,166,72,191,169,180,92,70,57,42,121,115,85,67,177,70,33,155,78,107,385,105
ENSG00000063127,54,1,57,27,20,20,3,12,1,1,4,4,5,7,9,2,12,51,0,3,0,1182
ENSG00000063169,554,406,389,699,281,798,144,345,191,174,862,693,1091,993,1018,75,109,796,99,96,657,981
ENSG00000063177,794,1616,768,1545,553,1584,342,622,181,221,591,543,384,587,3529,259,423,1799,201,585,785,1644
ENSG00000063180,4,225,463,340,200,123,2779,105,5276,3775,12299,12559,13082,14426,554,88,7,601,2085,89,79,764
ENSG00000063241,301,138,369,387,241,224,92,278,33,25,112,99,128,131,502,165,584,295,64,119,111,675
ENSG00000063244,6027,3290,4333,4304,3244,1987,799,1135,1052,867,2514,2857,4218,3168,2764,843,735,5721,597,1243,1120,4602
ENSG00000063245,2167,2161,3398,2044,1583,5065,1762,2179,811,777,2931,2762,3453,3052,5639,1739,1639,3367,602,451,3154,6390
ENSG00000063322,250,139,179,202,166,213,151,120,60,56,198,224,396,246,153,80,73,171,72,43,173,304
ENSG00000063587,37,45,140,89,14,223,73,62,33,24,76,88,145,142,74,23,48,106,41,25,30,187
ENSG00000063854,303,287,401,588,398,621,471,435,354,314,947,1078,1355,964,645,626,1074,722,320,135,826,1335
ENSG00000064115,193,1643,387,273,411,176,226,162,50,42,186,141,140,143,318,87,226,368,118,248,55,415
ENSG00000064199,22,15,28,35,116,9,21,9,8,6,15,16,9,10,28,10,8,12,18,37,4,1786
ENSG00000064270,527,220,5,650,324,1,20,16,7,8,40,31,25,22,164,0,0,8,9,18,1,29
ENSG00000064309,24,8,28,26,18,59,10,54,84,61,243,200,272,186,102,12,4,34,49,41,2,139
ENSG00000064393,1755,648,615,337,230,1509,1516,816,121,86,224,383,580,412,326,554,256,400,327,80,407,181
ENSG00000064419,589,529,848,581,251,343,225,205,88,78,342,321,372,342,270,212,134,300,113,277,542,623
ENSG00000064490,236,329,300,355,237,513,92,236,29,26,94,97,126,100,491,70,65,372,28,100,197,398
ENSG00000064545,217,410,387,381,284,551,96,302,59,48,254,248,348,274,485,104,215,310,42,140,980,446
ENSG00000064547,234,209,146,338,163,36,7,74,4,5,31,16,30,23,89,8,6,412,12,49,2,757
ENSG00000064607,258,302,382,381,327,119,329,138,321,278,1051,1042,1414,1141,114,217,47,567,278,209,189,2223
ENSG00000064666,10,1088,1371,74,985,2202,54,723,4,6,23,22,26,16,930,148,104,2426,20,266,56,817
ENSG00000064687,267,304,178,76,328,329,46,238,236,272,560,607,1119,835,62,47,35,1918,89,157,153,125
ENSG00000064703,98,43,78,65,76,45,38,26,23,29,102,74,62,87,20,39,29,65,46,108,118,954
ENSG00000064726,337,527,665,310,308,301,548,198,176,122,453,362,412,544,311,917,203,399,416,291,1615,630
ENSG00000064995,175,56,82,194,155,45,55,41,39,27,157,109,106,159,91,53,64,88,70,88,49,204
ENSG00000064999,67,78,100,70,38,214,19,52,20,22,94,72,137,117,138,43,20,103,17,15,7,202
ENSG00000065000,1909,1806,3181,1313,1715,1890,1159,1349,807,617,2475,2115,2669,2231,1750,629,1289,1748,548,597,1761,4301
ENSG00000065054,1144,194,558,560,1477,4380,933,2650,267,222,962,935,1510,1125,3442,1514,3060,2942,285,140,815,3381
ENSG00000065057,137,65,423,160,136,67,55,101,63,40,214,169,192,180,200,35,267,139,38,57,21,295
ENSG00000065060,209,149,115,203,276,121,62,108,42,30,86,71,152,130,36,149,28,63,27,79,196,289
ENSG00000065135,391,834,450,566,567,433,180,201,57,68,194,197,204,261,391,106,214,355,112,364,125,610
ENSG00000065268,410,522,1233,376,740,451,128,313,152,120,552,427,665,505,360,73,234,300,79,180,387,683
ENSG00000065308,439,175,2836,397,584,1886,99,522,37,35,92,84,116,135,1076,182,766,1986,44,621,136,1679
ENSG00000065427,315,468,647,659,432,625,201,262,99,86,285,267,193,233,617,304,314,498,131,593,1295,1135
ENSG00000065457,142,110,224,172,154,61,34,64,12,7,40,30,31,47,24,20,14,48,21,45,13,190
ENSG00000065491,116,150,121,187,117,180,141,85,92,65,237,213,273,235,135,56,37,259,75,83,242,513
ENSG00000065559,75,87,29,61,56,42,226,36,80,64,139,156,152,136,27,73,51,39,168,56,54,72
ENSG00000065613,63,261,85,74,47,94,50,45,18,11,44,44,44,55,49,79,21,51,40,49,92,76
ENSG00000065833,70,140,0,199,0,147,145,375,27,20,55,53,59,67,96,115,76,77,67,62,172,210
ENSG00000065970,201,224,243,143,58,612,101,197,91,83,341,355,567,376,354,146,33,340,65,47,331,450
ENSG00000065978,15,32,19,18,36,133,13,39,25,27,48,47,8,13,112,34,30,65,6,58,194,148
ENSG00000065989,1,1,91,5,2,99,71,45,43,34,75,110,132,100,57,28,10,71,43,17,50,170
ENSG00000066044,811,576,1304,579,740,732,601,303,187,136,468,473,616,636,629,339,264,736,267,428,580,1931
ENSG00000066084,93,173,121,66,118,68,161,29,26,22,83,81,170,142,33,29,13,53,64,29,18,68
ENSG00000066117,856,751,1769,806,1005,1141,399,466,210,164,631,565,779,719,493,174,170,862,154,429,263,1237
ENSG00000066336,0,0,3,0,2,1968,180,396,12,17,52,44,85,55,266,196,184,2434,49,23,88,534
ENSG00000066379,64,89,177,194,185,74,20,44,17,30,58,55,64,58,112,26,69,110,27,70,89,196
ENSG00000066455,177,158,135,202,230,177,119,75,35,31,79,81,84,72,68,92,213,140,72,93,159,293
ENSG00000066557,67,80,58,36,59,36,91,20,26,27,94,88,82,85,23,75,92,29,51,97,41,89
ENSG00000066583,115,35,29,431,92,180,30,57,3,1,9,5,10,13,71,139,104,62,11,47,29,86
ENSG00000066629,49,45,132,228,108,98,140,94,10,13,50,19,55,43,399,148,22,135,57,71,81,262
ENSG00000066654,228,173,141,159,136,119,97,76,33,36,118,111,158,99,79,61,22,127,75,70,58,146
ENSG00000066926,383,213,125,202,276,198,197,122,32,47,139,122,157,136,80,172,245,74,79,133,201,157
ENSG00000066933,150,178,143,185,138,131,243,159,54,25,103,94,103,172,152,119,17,113,138,59,122,606
ENSG00000067141,529,457,32,802,271,359,1381,296,228,186,646,604,813,789,841,137,109,570,451,189,656,2044
ENSG00000067177,100,70,125,78,32,58,41,29,6,5,14,15,30,37,34,60,7,25,24,90,1202,58
ENSG00000067182,285,459,497,310,99,1367,141,390,8,9,32,25,28,39,895,227,497,1039,50,164,476,734
ENSG00000067191,43,16,14,10,42,6,131,39,24,22,66,74,115,90,26,6,1,25,38,3,1123,74
ENSG00000067221,47,93,256,43,111,209,233,146,51,48,219,190,222,213,125,114,71,130,115,26,90,296
ENSG00000067225,3976,8364,8817,2501,3754,1734,2873,1300,2373,2089,5523,4713,3778,3660,2462,1867,124,2254,1919,4330,1088,3611
ENSG00000067365,158,143,171,248,116,108,26,119,40,57,202,190,265,206,102,48,41,83,27,58,412,683
ENSG00000067596,514,757,930,700,901,846,281,323,133,155,441,394,536,438,426,182,231,667,145,241,545,1060
ENSG00000067715,1,9,5,42,16,3,1188,3,120,112,490,384,320,618,8,0,2,5,544,1,0,7
ENSG00000067798,2,2,49,0,0,25,363,49,77,59,237,207,262,295,25,10,1,55,162,20,8,88
ENSG00000067836,587,487,273,596,864,155,981,175,983,850,2748,3096,4658,3473,717,532,165,238,515,88,140,748
ENSG00000067900,513,450,306,339,264,492,138,512,55,35,119,110,110,150,439,279,119,461,139,147,149,421
ENSG00000067955,423,387,516,229,175,396,177,90,26,29,58,90,90,102,156,174,91,438,64,267,597,259
ENSG00000068079,92,50,611,443,290,566,66,260,21,20,29,46,58,65,510,101,154,426,27,81,51,372
ENSG00000068097,400,90,114,1207,96,38,87,34,43,39,152,138,115,127,54,37,34,85,56,132,101,110
ENSG00000068120,45,65,180,36,143,123,35,43,9,10,33,27,67,33,49,25,59,104,14,41,28,108
ENSG00000068137,466,618,212,444,1049,404,38,478,61,44,213,244,485,346,639,53,51,496,33,80,209,655
ENSG00000068305,47,262,257,180,78,338,697,175,109,85,367,317,380,356,260,815,135,296,282,136,731,391
ENSG00000068308,118,85,164,135,86,71,153,60,82,88,252,233,221,187,42,41,38,130,96,87,45,106
ENSG00000068394,229,203,415,323,537,493,248,211,132,113,477,351,434,444,378,121,204,316,128,121,365,453
ENSG00000068489,857,108,316,382,258,9,9,7,1,0,1,2,1,3,5,3,0,10,2,124,4,3
ENSG00000068697,151,263,183,292,116,652,129,308,35,29,135,103,85,178,733,294,336,479,74,188,195,1073
ENSG00000068793,2224,1130,784,490,838,1113,300,645,52,67,187,197,201,210,659,198,362,715,118,233,316,815
ENSG00000068912,30,81,116,56,49,112,45,94,9,2,36,31,66,49,175,15,17,164,17,20,20,259
ENSG00000068971,93,138,230,54,121,300,553,170,494,373,1488,1330,2002,1641,410,94,50,740,209,48,145,318
ENSG00000069011,225,297,0,21,383,4,0,8,0,0,0,0,0,0,33,0,0,0,0,12,76,19
ENSG00000069329,494,410,367,314,262,366,794,244,151,118,404,345,337,398,451,406,144,464,468,350,314,740
ENSG00000069345,512,538,674,436,311,468,648,312,194,172,549,498,534,617,404,507,281,400,337,279,693,1066
ENSG00000069712,7,13,5,7,21,12,553,10,134,67,226,242,195,304,19,14,2,14,301,9,8,74
ENSG00000069943,24,91,218,74,67,47,25,43,12,20,50,35,52,58,36,20,28,62,13,32,8,82
ENSG00000069956,101,149,54,94,61,34,33,11,47,38,60,86,114,61,9,22,19,27,42,45,24,58
ENSG00000069966,52,282,260,263,94,171,403,87,356,293,908,988,1258,971,227,39,117,342,310,84,16,734
ENSG00000069974,4,86,557,44,70,165,22,33,21,24,51,43,42,58,204,46,287,410,18,205,29,107
ENSG00000070018,378,215,331,173,164,260,222,251,70,68,214,201,276,277,318,182,299,225,142,226,172,485
ENSG00000070047,650,1314,1578,550,543,1114,261,563,308,306,1191,1099,1641,1508,949,249,350,1234,165,205,1084,1937
ENSG00000070061,65,85,100,71,112,19,37,19,40,47,134,135,170,153,13,26,52,56,26,62,12,56
ENSG00000070081,54,34,172,209,162,111,99,111,30,18,78,80,57,101,153,180,746,209,75,202,71,495
ENSG00000070087,37,69,30,54,30,23,115,14,38,25,130,130,106,121,33,5,2,6,56,26,41,40
ENSG00000070214,291,345,547,308,248,180,1091,72,55,29,85,121,187,148,188,113,385,223,360,138,46,141
ENSG00000070269,60,69,42,86,49,35,24,22,35,20,127,106,62,126,44,15,29,95,35,46,25,93
ENSG00000070366,354,359,629,297,215,858,301,540,287,269,828,820,1016,938,1073,167,109,1003,181,128,394,2284
ENSG00000070367,142,88,100,63,139,102,116,64,26,17,60,61,43,85,113,106,44,84,60,67,69,200
ENSG00000070404,145,1723,376,119,166,2121,60,1985,50,40,157,118,140,141,1810,408,117,1267,67,309,57,2688
ENSG00000070423,330,556,788,209,227,622,131,278,72,87,375,321,368,257,322,108,197,434,69,145,781,1062
ENSG00000070444,301,689,818,327,149,661,242,275,53,61,219,226,400,314,478,34,43,427,73,82,130,592
ENSG00000070495,175,130,527,185,342,213,80,94,79,58,174,149,246,220,383,173,53,511,77,166,307,349
ENSG00000070526,0,2,0,4,0,21,11,19,10,7,22,16,23,19,742,28,5,16,11,36,4,138
ENSG00000070540,85,368,894,421,1137,720,72,248,75,56,189,157,234,197,159,414,141,190,57,204,1117,222
ENSG00000070731,415,1731,772,557,582,224,7,131,0,0,5,7,9,7,270,24,30,86,8,140,360,559
ENSG00000070761,190,262,720,261,166,175,270,150,132,118,428,337,373,469,191,182,135,263,215,206,62,657
ENSG00000070770,199,333,585,251,136,439,167,173,60,44,187,150,157,169,645,137,74,420,100,222,544,2267
ENSG00000070778,12,233,134,136,373,384,85,356,66,60,225,183,324,254,429,453,64,256,59,59,203,1010
ENSG00000070961,111,192,199,314,151,87,1334,194,244,177,515,596,473,699,69,49,74,141,662,126,170,288
ENSG00000071051,112,138,124,84,48,181,58,87,38,37,97,160,163,114,190,67,17,177,31,29,50,237
ENSG00000071082,128,162,67,107,173,206,113,85,99,86,237,145,27,20,358,97,107,216,124,276,186,260
ENSG00000071246,21,9,19,24,19,94,52,57,31,29,91,64,177,129,59,21,10,156,33,14,6,92
ENSG00000071537,148,95,74,89,213,195,56,59,18,12,48,32,59,38,73,57,119,137,22,26,71,75
ENSG00000071564,2285,1404,1174,834,719,922,144,453,89,59,267,237,412,326,1240,103,88,2811,65,562,292,5219
ENSG00000071626,1071,978,1317,798,871,1340,177,500,123,71,494,419,709,603,1408,385,344,1246,97,380,506,2045
ENSG00000071655,1110,1220,2162,527,747,1476,387,1331,277,289,1115,1100,1546,1196,1792,460,548,1716,254,335,618,2171
ENSG00000071894,2618,1317,1772,2142,1687,1106,212,661,483,568,1256,2455,1648,1180,1181,170,332,2416,251,466,742,3125
ENSG00000071991,0,0,128,0,18,46,95,1,2,1,14,9,9,7,332,183,29,88,45,6,6,32
ENSG00000072042,252,218,174,184,208,96,156,52,55,46,135,150,145,138,99,35,220,175,101,110,10,185
ENSG00000072062,795,685,895,897,750,3670,1511,1385,646,525,1837,1592,1709,2266,2048,1823,974,1512,519,335,3418,4285
ENSG00000072071,1520,676,2555,1127,1121,1159,1994,2392,1043,847,3535,3175,5523,4010,1218,211,17,776,782,240,21,1914
ENSG00000072110,2367,6561,4951,2587,2707,3873,623,3694,124,87,281,258,588,404,10486,674,825,5072,310,862,505,5931
ENSG00000072121,110,72,112,89,155,75,49,78,50,41,139,140,145,146,59,32,34,75,37,37,112,87
ENSG00000072415,244,190,197,210,264,110,526,134,57,50,134,154,170,137,142,104,132,127,274,150,225,369
ENSG00000072506,366,141,499,235,360,157,35,82,26,38,85,66,81,83,143,115,280,103,22,107,133,177
ENSG00000072609,288,375,81,345,359,166,50,103,53,73,205,223,276,270,109,51,53,199,26,49,93,369
ENSG00000072657,8,105,0,0,0,344,226,265,57,48,174,181,267,202,65,11,6,16,97,5,18,89
ENSG00000072736,167,107,143,201,119,178,97,185,43,28,108,79,124,109,189,76,111,340,37,120,710,638
ENSG00000072778,1883,3762,4212,2524,2042,4441,523,3357,1290,1146,4373,3851,4251,4867,3184,6895,5606,4445,572,1128,4268,3177
ENSG00000072818,6,57,208,51,85,167,17,139,19,30,116,87,212,104,73,35,18,4461,20,42,46,1033
ENSG00000072832,9,14,4,0,0,14,734,8,350,182,691,846,1151,919,83,1,2,62,165,8,2,69
ENSG00000072849,177,223,662,207,220,285,97,164,30,31,106,98,126,113,141,87,206,415,64,87,99,439
ENSG00000072864,142,436,381,120,215,108,61,39,2,3,14,9,22,14,145,21,15,170,24,59,40,247
ENSG00000072952,6,23,0,0,1,880,699,227,32,35,80,104,90,154,2084,137,21,1034,309,2,208,2476
ENSG00000072954,42,33,92,59,37,31,197,152,82,53,264,138,286,234,53,139,47,85,53,17,3075,207
ENSG00000072958,292,569,2271,391,422,2203,863,734,235,231,614,773,849,737,911,285,776,987,355,375,975,2182
ENSG00000073008,52,204,191,79,121,116,32,55,14,13,59,43,76,51,126,89,89,78,17,35,85,87
ENSG00000073050,360,374,746,872,487,691,206,266,170,156,501,566,663,611,507,122,81,506,104,229,349,944
ENSG00000073060,247,710,1502,632,922,3347,261,1280,57,73,250,234,310,269,1408,67,2051,726,127,415,123,1049
ENSG00000073150,15,24,40,28,3,8,89,7,100,115,381,441,692,420,10,0,12,8,71,12,0,62
ENSG00000073169,296,383,850,223,251,252,58,202,267,309,961,947,1456,925,214,91,483,533,94,86,227,477
ENSG00000073350,804,640,94,2382,861,48,9,42,8,8,39,31,75,55,114,8,127,146,6,72,15,266
ENSG00000073417,21,173,208,260,67,366,223,159,17,14,54,54,63,76,169,59,158,150,82,121,60,218
ENSG00000073598,24,16,19,5,13,10,8,7,9,6,14,35,36,39,15,1,4,25,7,15,11,1152
ENSG00000073614,247,428,511,294,265,328,154,473,78,51,121,147,138,200,202,141,73,340,111,156,199,584
ENSG00000073670,30,5,124,57,68,6,407,8,1190,820,3319,3232,5793,3772,45,157,1,5,406,20,1,64
ENSG00000073712,75,76,240,170,176,869,274,644,27,29,126,103,136,130,841,548,128,482,133,205,238,552
ENSG00000073921,266,572,732,470,397,1082,664,613,85,75,244,218,336,290,832,370,253,593,205,302,426,781
ENSG00000074071,2107,1310,2495,2223,2098,963,359,882,359,280,1152,1053,1200,979,1553,482,592,1705,189,493,777,1485
ENSG00000074181,3430,6366,27,3120,2845,30837,950,8068,95,108,307,316,642,453,10730,1116,98,10668,199,281,3072,9553
ENSG00000074201,141,433,593,550,420,290,204,129,101,77,216,219,246,190,264,153,164,342,148,331,163,323
ENSG00000074219,755,301,548,1033,551,1659,81,702,15,13,58,35,61,53,2201,844,219,1490,26,188,207,1355
ENSG00000074266,186,209,442,284,424,63,98,76,90,119,234,261,294,347,136,80,62,171,86,192,72,329
ENSG00000074317,1,1,1,0,10,0,936,2,558,458,1528,1807,1796,1689,2,0,0,1,509,3,0,8
ENSG00000074319,139,180,355,218,155,222,75,140,33,19,100,104,103,114,270,145,69,170,22,62,200,425
ENSG00000074356,374,311,448,231,282,343,147,191,85,65,206,270,334,397,241,125,80,292,106,170,178,556
ENSG00000074370,2732,0,0,629,408,168,11,224,339,231,1113,535,1139,858,426,39,30,2568,106,155,10,215
ENSG00000074410,568,3102,2,706,3645,75,5,65,24,11,101,44,47,69,318,0,0,39,23,90,2,56
ENSG00000074527,2,440,77,57,62,407,188,435,9,8,30,20,29,30,509,426,425,254,72,122,81,495
ENSG00000074603,68,76,113,90,58,115,166,68,36,19,66,56,79,78,39,111,27,59,79,49,89,207
ENSG00000074621,53,173,568,227,154,183,54,129,27,22,84,97,88,94,90,31,40,102,41,65,14,269
ENSG00000074657,76,136,83,4,118,106,100,67,151,185,422,437,462,352,122,109,2,78,113,29,159,157
ENSG00000074660,2,3,2,0,3,415,4,106,13,6,40,28,89,35,128,24,8,168,4,1,17,50
ENSG00000074695,533,439,292,299,477,464,235,247,85,53,230,218,224,285,492,403,1539,583,156,555,664,582
ENSG00000074696,254,121,498,340,406,118,182,99,59,54,252,236,280,262,183,12,105,157,72,89,16,239
ENSG00000074842,888,1909,3709,1843,1812,1823,303,659,128,97,415,528,614,408,1829,315,3429,2644,128,705,223,1731
ENSG00000074855,733,374,278,301,355,365,242,271,419,378,1352,1408,2131,1790,147,88,46,384,186,123,351,198
ENSG00000075035,0,14,0,0,0,3,309,39,1271,822,3759,3317,3514,3489,121,9,0,18,502,1,2,70
ENSG00000075073,2,6,25,1,6,15,8,9,7,2,31,20,17,8,1021,17,2,5,8,1,22,26
ENSG00000075089,56,58,68,60,70,29,125,10,31,29,132,83,83,126,77,25,32,44,53,35,31,122
ENSG00000075239,126,48,206,34,164,185,60,109,30,31,53,43,77,64,87,441,742,70,45,78,326,135
ENSG00000075336,263,179,183,69,179,91,211,132,123,96,313,259,214,306,237,608,172,176,151,192,261,247
ENSG00000075399,150,119,139,207,220,90,59,61,64,56,365,239,397,378,76,22,22,133,38,35,28,216
ENSG00000075413,1077,1145,885,1155,959,570,370,371,521,478,1350,1485,1755,1745,435,721,211,699,341,381,544,1068
ENSG00000075415,492,2605,1420,1608,1962,1930,1216,1245,583,497,1152,1270,1203,1209,2457,3747,1705,1313,723,1331,2463,1556
ENSG00000075426,311,953,89,391,40,1359,84,201,10,19,29,45,53,46,858,186,27,508,20,25,593,456
ENSG00000075461,1036,15,0,1819,862,0,218,21,40,50,188,217,219,287,19,0,0,4,54,118,3,17
ENSG00000075643,85,581,310,165,54,233,5,50,1,0,3,1,3,14,27,5,492,54,4,169,42,97
ENSG00000075673,0,1179,0,2,1,0,8,0,3,1,6,1,2,1,0,1,1,0,1,1,0,32
ENSG00000075785,329,276,922,281,277,183,174,92,71,72,165,191,231,167,83,220,89,131,142,142,169,160
ENSG00000075856,367,349,523,478,598,267,217,186,199,184,590,542,521,607,245,117,85,305,142,205,250,515
ENSG00000075975,151,175,181,178,193,197,185,117,74,69,287,212,267,312,124,142,43,196,83,102,155,723
ENSG00000076043,339,945,1944,228,939,328,108,274,60,55,199,203,206,216,620,693,263,475,88,363,157,946
ENSG00000076053,43,103,102,22,54,104,19,27,10,1,22,15,52,26,81,28,23,100,7,21,40,127
ENSG00000076067,111,272,119,85,300,1513,113,665,72,72,173,156,179,177,614,189,69,501,69,77,76,371
ENSG00000076108,2428,2119,2130,2873,2906,3678,669,1276,765,596,2495,2389,3210,2915,2022,571,354,3775,495,782,1164,5227
ENSG00000076248,263,159,321,271,450,253,119,112,23,38,89,76,57,80,139,99,93,132,70,210,182,423
ENSG00000076351,110,91,62,72,99,69,80,82,79,71,191,178,256,221,57,22,256,121,41,42,17,127
ENSG00000076382,804,150,863,456,1500,13,30,21,44,32,123,100,125,151,24,10,133,107,47,527,3,2095
ENSG00000076513,189,394,197,136,235,383,154,125,55,32,122,126,151,167,150,84,78,477,71,109,75,770
ENSG00000076555,41,59,124,213,65,8371,106,5004,29,41,140,123,238,137,917,1171,1086,764,54,40,5462,831
ENSG00000076650,162,100,90,147,97,71,67,79,73,45,243,195,204,267,99,47,30,116,58,78,98,286
ENSG00000076662,462,85,537,210,280,609,56,394,14,23,74,74,108,63,357,202,528,4849,28,292,72,565
ENSG00000076706,38,190,1256,5,80,9811,543,9597,762,565,2000,1913,3202,1859,4841,625,89,3121,326,279,864,4110
ENSG00000076716,52,20,1,279,43,491,101,206,4,2,22,31,33,40,869,90,31,358,41,98,284,630
ENSG00000076826,1218,456,4,700,774,8,285,135,256,209,849,884,1410,1079,277,9,452,44,157,58,1,1120
ENSG00000076924,741,682,1005,581,760,1168,385,686,260,253,1076,943,1153,823,1297,148,227,1238,178,224,1051,4304
ENSG00000076928,136,220,380,155,109,461,22,108,17,15,67,64,94,74,284,40,38,687,14,27,39,164
ENSG00000077009,1,0,2,2,2,0,0,32,0,1,0,0,3,0,6,1536,0,5,0,16,221,26
ENSG00000077152,210,51,230,223,378,4,32,3,14,11,43,32,12,34,20,24,7,36,17,167,14,199
ENSG00000077235,1773,1813,2475,1782,1854,1461,916,782,497,421,1543,1503,1910,1687,1083,559,315,1272,389,579,1342,3270
ENSG00000077312,1080,637,1167,974,815,1488,195,427,105,98,369,378,402,462,1594,128,137,1213,100,468,571,1460
ENSG00000077348,451,417,878,540,225,145,88,95,34,28,117,134,139,117,157,60,144,196,61,142,421,241
ENSG00000077458,66,35,64,28,62,37,22,28,28,26,60,67,66,61,29,24,51,81,33,42,18,100
ENSG00000077463,193,202,597,207,129,171,51,89,32,46,192,138,263,213,275,39,52,307,27,52,85,259
ENSG00000077514,256,129,218,112,185,133,55,61,27,30,63,80,77,111,92,42,33,103,40,186,67,322
ENSG00000077549,173,185,239,163,145,224,73,94,54,21,127,89,115,126,227,114,52,177,52,69,150,382
ENSG00000078043,72,52,101,46,48,62,81,32,52,32,116,141,153,113,29,58,31,55,59,50,86,900
